id,Actual_price,Product_availability,Condition,Currency,Country,brand,Description,Category_name,primaryCategories,name,weight_in_kg,Actual_price_log,brand_standarized,Actual_price_mean_by_category_name,Category_name_encoded,Category_name_encoded_log
156,209.99,Yes,New,USD,USA,Corsair,"Computers,Power Supplies txszcaxfarsxcydtbwvrwbswuzceduxa,Power Supplies svcbszvvcdxz,Power Supplies ztebqeqttusfyvyzdw,Computers & Accessories,Computer Components,Computers & Tablets,Electronics,Power Supplies,Computer Cards & Components,Desktop Components","power, computer, supply",Electronics,AX860i Digital ATX 860W Power Supply,3.8101728,5.3518,corsair,209.99,230.586959381786,5.4449
157,179.99,Yes,New,USD,USA,PyleHome,"Office,Projectors,Projectors & Presentation Equipment,Multimedia Projectors,Audio Visual Presentation,Electronics,TV & Home Theater,Projectors & Screens,Video Projectors,Office Technology","projector, presentation, screen",Electronics,PyleHome - LCD Projector - Silver/White,4.00068144,5.1984,pyle,177.49,209.18776192423297,5.348
158,174.99,Yes,New,USD,USA,PyleHome,"Office,Projectors,Projectors & Presentation Equipment,Multimedia Projectors,Audio Visual Presentation,Electronics,TV & Home Theater,Projectors & Screens,Video Projectors,Office Technology","projector, presentation, screen",Electronics,PyleHome - LCD Projector - Silver/White,4.00068144,5.1704,pyle,177.49,209.18776192423297,5.348
159,214.99,Yes,New,USD,USA,Escort,"Auto & Tires,Auto Electronics,Radar Detectors,Electronics,Car & Vehicle Electronics,Vehicle Electronics Accessories,Consumer Electronics,Vehicle Electronics & GPS,Radar & Laser Detectors,Car Electronics & GPS,Car Safety & Convenience,Sports & Outdoors,Team Sports,Baseball,Baseball Field Equipment & Maintenance","radar, detector, vehicle",Electronics,Escort Passport X70 Long Range Smartphone Live App Enabled Laser Radar Detector,0.5443104,5.3752,escort,164.99,202.94597775385904,5.3178
160,114.99,Yes,New,USD,USA,Cobra Electronics,"Auto & Tires,Auto Electronics,Radar Detectors,Electronics,Car & Vehicle Electronics,Vehicle Electronics Accessories,Consumer Electronics,Vehicle Electronics & GPS,Radar & Laser Detectors,Car Electronics & GPS,Car Safety & Convenience","radar, detector, vehicle",Electronics,Cobra - Radar and Laser Detector,4.7173568,4.7535,cobra,164.99,202.94597775385904,5.3178
161,86.81,Yes,New,USD,USA,SiriusXM,"Electronics,Car & Vehicle Electronics,Car Electronics,Car Audio,Satellite Radio,Portable Audio,Radios,Audio,SIRIUS XM Satellite Radio Accessories,Auto & Tires,Auto Electronics,Car Receivers,All In-Dash Stereos,Car Electronics & GPS,Satellite Radios,Home Satellite Radios,Computers/Tablets & Networking,Wholesale Lots,Computer Accessories,Consumer Electronics,Portable Audio & Headphones,Portable Satellite Radios,eBay Motors,Parts & Accessories,Home Audio,Electronics Features","radio, portable, satellite",Electronics,SiriusXM - Onyx Plus Satellite Radio Receiver with Home Kit - Black,0.793786,4.4751,siriusxm,82.405,161.6410013556373,5.0915
162,78.0,Yes,New,USD,USA,Sony,"Decorative Throws,Portable Audio & Video,Electronics,CD Players, Radios & Boomboxes,Decor,Docks, Radios & Boomboxes,Portable Audio,Boomboxes,TVs Entertainment,Audio,Portable CD Cassette Players","radio, portable, satellite",Electronics,ZS-RS60BT CD Boombox,1.9958048,4.3694,sony,82.405,161.6410013556373,5.0915
163,549.98,Yes,New,USD,USA,Yamaha,"Integrated Amplifiers,Car Amplifiers,Electronics Features,Receivers Amplifiers,Frys,Electronics,Car Electronics,TVs Entertainment,Amplifiers,Receivers & Amplifiers,Home Audio,Home Theater,Audio","receiver, amplifier, home",Electronics,A-S501 Integrated Amplifier (Black),10.2965384,6.3117,yamaha,485.2714,430.961750380917,6.0683
164,249.99,Yes,New,USD,USA,Onkyo,"TV, Video & Home Audio,Receivers Amplifiers,Frys,Electronics,Multichannel Amplifiers,Car Electronics,TVs Entertainment,Amplifiers,Car Audio,Consumer Electronics,Home Audio Stereos, Components,Car & Vehicle Electronics,Receivers & Amplifiers,Home Audio,Audio,Stereo Receivers,Home","receiver, amplifier, home",Electronics,Onkyo M-5010 2-Channel Amplifier (Black),7.983219200000001,5.5254,onkyo,485.2714,430.961750380917,6.0683
165,170.99,Yes,New,USD,USA,Sherwood,"Stereos,Multiroom Receivers,Receivers,Electronics,Receivers & Amplifiers,Home Audio,Home Audio & Theater,All Home Stereos,Audio","receiver, amplifier, home",Electronics,Sherwood - 400W 4.0-Ch. Stereo Receiver - Black,10.1604608,5.1474,sherwood,485.2714,430.961750380917,6.0683
166,599.0,,New,USD,USA,DENON - HEOS,"Electronics,Home Audio & Theater,Home Audio,All Home Stereos,Receivers & Amplifiers,Television & Video,Consumer Electronics,TV, Video & Home Audio,Home Theater Receivers,Audio,Receivers,Frys","receiver, amplifier, home",Electronics,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,11.0222856,6.3969,denon,485.2714,430.961750380917,6.0683
167,377.99,Yes,New,USD,USA,Onkyo,"Used:TV Entertainment,Used:Home Theater Systems,TV, Video & Home Audio,Receivers Amplifiers,Receivers,Used:A/V Receivers,Frys,Electronics,TVs Entertainment,Home Audio & Theater,All Home Stereos,Consumer Electronics,Home Theater Receivers,Receivers & Amplifiers,Television & Video,Home Audio,Audio,AV Receivers & Amplifiers","receiver, amplifier, home",Electronics,Onkyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black,9.3893544,5.9375,onkyo,485.2714,430.961750380917,6.0683
168,649.95,Yes,New,USD,USA,Yamaha,"TV, Video & Home Audio,Receivers Amplifiers,Receivers,Frys,Electronics,Receivers xxsdxrxxsxubbsxbrfszdwautssv,TVs Entertainment,Consumer Electronics,Home Theater Receivers,Television & Video,Receivers & Amplifiers,Home Audio,Audio,AV Receivers & Amplifiers","receiver, amplifier, home",Electronics,Yamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,10.5233344,6.4784,yamaha,485.2714,430.961750380917,6.0683
169,799.0,Yes,New,USD,USA,Denon,"Electronics,Home Audio & Theater,Home Audio,All Home Stereos,Receivers & Amplifiers,TVs Entertainment,Receivers Amplifiers,Receivers xxsdxrxxsxubbsxbrfszdwautssv,Receivers,Consumer Electronics,TV, Video & Home Audio,Home Theater Receivers,See more Denon AVR AVR-X2200W 7.1 Channel 95 Watt Recei...,Television & Video,AV Receivers & Amplifiers,Audio,Stereos,Home Theater Systems,See more Denon AVRX2300W 7.2 AV Receiver with Dolby Atm...,Home Audio Stereos, Components,Stereo Receivers,TVs & Electronics,Home Theater & Audio,Amplifiers,Home Theater,Frys","receiver, amplifier, home",Electronics,Denon AVRX2300W  Dealer ReCertified  7.2 AV Receiver w/ Dolby Atmos,9.4347136,6.6846,denon,485.2714,430.961750380917,6.0683
170,129.99,Yes,New,USD,USA,Logitech,"Audio & Video Accessories,Remote Controls,TV, Video & Home Audio,Electronics Features,Electronics,TV Remote Controls,Computers Features,TV, Video & Audio Accessories,Remote Controls & Accessories,TV & Home Theater,See more Logitech Harmony Companion All in One Remote C...,Presentation Supplies,Consumer Electronics,TV & Video,TV Accessories,Universal Remote Controls,Accessories & Supplies,TV & Home Theater Accessories","remote, control, tv",Electronics,Logitech - Harmony Home Companion - Black,0.680388,4.8751,logitech,129.99,203.92025916366083,5.3226
171,98.0,Yes,New,USD,USA,Elite Screens,"Office,Projectors and Screens,#34          in,Audio Visual Presentation,TV Stands, Mounts & Furniture,Electronics,Projector Mounts & Screens,Projector Screens,TV & Home Theater,Home Audio & Theater,Home Electronics,Projection Screens,Office Technology,Manual Screens,#55,901          in,#736          in,Projection Screens (by Type),Projectors & Screens,Accessories & Supplies,Home Theater,Electrical,Office Electronics Accessories","screen, projector, projection",Electronics,M80UWH Manual Series Projection Screen (39.6 x 69.6),8.5275296,4.5951,elite screens,273.995,257.4433562690397,5.5546
172,449.99,Special,New,USD,USA,Elite Screens,"Office,Projection Screens & Material,Cameras & Photo,Projectors and Screens,Projectors & Presentation Equipment,Audio Visual Presentation,TV Stands, Mounts & Furniture,Electronics,Projector Mounts & Screens,Projector Screens,TV & Home Theater,Home Audio & Theater,Projection Screens,Projection Screens (by Type) baesfadqwexxbctqsw,Office Technology,Projection Screens (by Type),Slide & Movie Projection,Accessories & Supplies,Projectors & Screens,Home Theater,Fixed Frame Screens,Office Electronics Accessories,Film Photography","screen, projector, projection",Electronics,Aeon 58.3 x 104.1 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface,0.453592,6.1114,elite screens,273.995,257.4433562690397,5.5546
173,199.0,Yes,New,USD,USA,Canary,"Home Safety and Security,Security & Surveillance Cameras,Electronics,Surveillance Cameras & Video Recorders,Security Cameras & Surveillance,Smart Security Cameras,Camera & Photo,Smart Home Safety and Security,Video Surveillance,Surveillance Security Systems,Home Automation,Surveillance Systems,Home Surveillance,Electrical,Home, Garage & Office,Home Automation & Security,Smart Safety & Security,Security Cameras,Wireless Cameras,Security Camera Systems,Smart Home Alarms and Sensors,Remote Home Monitoring Systems,Security Cameras and Security Camera Systems,Consumer Electronics,Smart Home,Home Improvement","security, surveillance, camera",Electronics,Canary-Moble-phone-compatible-Digital-Wireless-Indoor-Security-Camera-with-Night-Vision,0.907184,5.2983,canary,199.0,226.92026717911855,5.429
174,79.98,Yes,New,USD,USA,TP-Link,"Computers,Power Outlets,Computers & Accessories,Networking,Switches,Wireless Range Extenders,Electronics,Works with Google Assistant,Wi-Fi & Networking,Home Automation,Networking & Wireless,Computers & Tablets,Tools & Home Improvement,Wall Switches,Electrical,Network Hubs & Routers - Works with Google Assistant,Wireless Networking,Smart Home Assistants & Voice Control,Repeaters,Wi-Fi Extenders,Smart Home Assistants, Controllers & Hubs,Surveillance,Smart Home,Home Improvement,Networking Products,Light Switches","smart, home, automation",Electronics,RE270K AC750 Wi-Fi Range Extender with Smart Plug,0.226796,4.3942,tp-link,79.98,187.24745879409227,5.2377
175,279.99,Yes,New,USD,USA,Sony,"TV Sound Systems rxxudxvr,TV, Video & Home Audio,Electronics,Sound Bars,Speakers,TVs Entertainment,Home Audio & Theater,All Home Speakers,Soundbar Speakers,Consumer Electronics,TV Sound Systems baesfadqwexxbctqsw,TV Sound Systems,Home Audio,Home Speakers & Subwoofers,Audio","sound, speaker, home",Electronics,Sony - 2.1-Channel Soundbar System with Wireless Subwoofer and Digital Amplifier - Black,2.3133192,5.6383,sony,494.5033,431.1062353262448,6.0686
176,699.99,,,USD,USA,Sonos,"Soundbars,TV, Video & Home Audio,Electronics,Sound Bars,Interests & Categories,Speakers,TVs Entertainment,Home Audio & Theater,All Home Speakers,Soundbar Speakers,Speakers & Audio Systems,Tvs & Home Theater,TV Sound Systems retvfrxrwffyavrddqbb,Headphones,Consumer Electronics,Sound Systems,TV Sound Systems,Home Audio,Home Speakers & Subwoofers,Audio,Ways To Shop,Electronics & Gadgets","sound, speaker, home",Electronics,"PLAYBAR Wireless Soundbar, Wireless Speaker Pair, and Wireless Subwoofer Kit (White)",5.3977448,6.5524,sonos,494.5033,431.1062353262448,6.0686
177,803.06,Yes,New,USD,USA,Sonos,"Soundbars,TV, Video & Home Audio,Electronics,Sound Bars,Interests & Categories,Speakers,TVs Entertainment,Home Audio & Theater,All Home Speakers,Soundbar Speakers,Speakers & Audio Systems,Tvs & Home Theater,TV Sound Systems retvfrxrwffyavrddqbb,Headphones,Consumer Electronics,Sound Systems,TV Sound Systems,Home Audio,Home Speakers & Subwoofers,Audio,Ways To Shop,Electronics & Gadgets","sound, speaker, home",Electronics,"PLAYBAR Wireless Soundbar, Wireless Speaker Pair, and Wireless Subwoofer Kit (White)",5.3977448,6.6896,sonos,494.5033,431.1062353262448,6.0686
178,503.99,Yes,New,USD,USA,Definitive Technology,"Surround Speakers,Surround Sound Systems,Home Theater Systems,Speaker Systems,Electronics,TV Sound Systems,Home Audio,Speakers,TVs Entertainment,Audio","sound, speaker, home",Electronics,Definitive Technology - ProCinema 600 5.1-Channel Home Theater Speaker System - Black,16.102516,6.2245,definitive technology,494.5033,431.1062353262448,6.0686
179,81.99,Yes,New,USD,USA,Sony,"Used:TV Entertainment,Used:Home Theater Systems,Electronics Features,Sony HT-XT2,Used:A/V Receivers,Frys,Electronics,Sound Bars,TVs Entertainment,Speakers,Televisions,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,Soundbar Speakers,Home Theater Systems,Audio Speakers,TV Sound Systems,Home Audio,Audio,Center-Channel Speakers","sound, speaker, home",Electronics,HT-XT2 170W 2.1-Channel TV Speaker Base (Black),8.4821704,4.4187,sony,494.5033,431.1062353262448,6.0686
180,598.0,Yes,,USD,USA,Sony,"Electronics Features,Speaker Systems,Frys,Electronics,Sound Bars,TVs Entertainment,Speakers,Televisions,Home Audio & Theater,All Home Speakers,Soundbar Speakers,Home Theater Systems,TV Sound Systems,Home Audio,Audio","sound, speaker, home",Electronics,HT-NT5 400W 2.1-Channel Soundbar System,3.175144,6.3952,sony,494.5033,431.1062353262448,6.0686
181,170.99,Yes,New,USD,USA,Sima,"Audio & Video Accessories,Selector Switch Boxes,Electronics,Speakers,TV & Home Theater,Home Electronics,Auto & Tires,Home Theater Systems,Auto Electronics,Distribution,Car Speakers and Subwoofers,Home Audio,Accessories & Supplies,Electrical,TV & Home Theater Accessories,Car Speaker Accessories,A/V Cables & Connectors,A/V Switchers","speaker, audio",Electronics,Sima - Multi-Zone Speaker Selectors with Volume Controls - Black,5.0802304,5.1474,sima,149.8433,172.60167589282264,5.1567
182,199.99,Yes,New,USD,USA,Pioneer,"Atmos Add-on Speakers,Electronics Features,Speaker Separates,Audio Speakers,Bookshelf Speakers,Floorstanding Speakers,Frys,TVs Entertainment,Speakers,Home Audio,Audio","speaker, audio",Electronics,"SP-T22A-LR Dolby Atmos-Enabled Add-On Speakers (Pair, Black)",1.814368,5.3032,pioneer,149.8433,172.60167589282264,5.1567
183,129.99,Yes,New,USD,USA,Pioneer,"Speaker Separates tdrbbzebscxdcufzwattw,Electronics Features,Floor-Standing Speakers,Floorstanding Speakers,Frys,Electronics,TVs Entertainment,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,Floor Speakers,Speaker Separates,Audio Speakers,Home Audio,Audio","speaker, audio",Electronics,SP-FS52 Andrew Jones Designed Floorstanding Loudspeaker,11.7026736,4.8751,pioneer,149.8433,172.60167589282264,5.1567
184,98.11,Yes,New,USD,USA,Kicker,"Electronics,Home Audio & Theater,Home Audio,All Home Speakers,Outdoor Speakers,Audio,Bluetooth & Wireless Speakers,Speakers,Frys,Audio Speakers","speaker, audio",Electronics,"KICKER - 6.5 2-Way Full-Range Speakers (Pair) - White""",3.2,4.5962,kicker,149.8433,172.60167589282264,5.1567
185,139.99,Yes,New,USD,USA,BIC America,"Electronics,Home Audio & Theater,Home Audio,All Home Speakers,Speaker Systems,Electrical,Home Electronics,Speakers,Audio,Floor Speakers,Stereos,#13540 in,#413 in,#503 in,Studio Recording Equipment,Studio Speaker Stands","speaker, audio",Electronics,"Bic America Rtr1530 15 Rtr Series 3-way Tower Speaker""",27.21552,4.9486,bic america,149.8433,172.60167589282264,5.1567
186,159.99,Yes,New,USD,USA,Kanto Living,"Audio & Video Accessories,Computers,Computer Peripherals xvdbctbtactd,Audio & Video Components,Computers & Accessories,Computer Accessories,Powered Speakers,Computer Accessories & Peripherals,Computer Speakers rxbctasrurctsc,Frys,Electronics,Speakers,PC Computers,Audio Speakers,Computer Speakers xczcyxfu,Speakers, Headsets, Mics Webcams,Computer Peripherals,Computer Speakers vqdfzcrwbaewbvfvxzfsfdbfwfaeyscvb,Home Audio,Audio,Computer Speakers","speaker, audio",Electronics,YU2 Powered Desktop Speakers (Matte Black),1.4061352,5.0813,kanto living,149.8433,172.60167589282264,5.1567
187,74.0,Yes,New,USD,USA,SHARKK,"Mobile,Mobile Speakers,Mobile Bluetooth Speakers,Electronics,Portable Audio & Video,Audio,Bluetooth & Wireless Speakers","speaker, bluetooth, mobile",Electronics,Boombox+ Bluetooth Wireless Speaker,0.907184,4.3175,sharkk,69.4975,126.62915274990479,4.8491
188,47.99,Yes,New,USD,USA,House of Marley,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Mobile Bluetooth Speakers,Portable Audio & Video,Frys,Electronics,Portable Speakers & Docks,Mobile Bluetooth Speakers uydqdrbtfsxwzyzstyrbybcquvddxuzz,Audio,Mobile,Mobile Speakers","speaker, bluetooth, mobile",Electronics,Chant Mini Portable Bluetooth Wireless Speaker (Navy),6.7585208,3.8916,house of marley,69.4975,126.62915274990479,4.8491
189,98.0,Yes,New,USD,USA,Sony,"Portable Bluetooth Speakers,Used:TV Entertainment,Audio Docks & Mini Speakers,Used:Portable Audio,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Portable Audio & Video,Electronics,Used:Speakers,Speakers,Mobile,iPod, Audio Player Accessories,Consumer Electronics,Mobile Bluetooth Speakers,Portable Speakers & Docks,Audio,Bluetooth Speakers,Mobile Speakers","speaker, bluetooth, mobile",Electronics,SRS-XB2 Portable Bluetooth Wireless Speaker (Blue),0.4989512,4.5951,sony,69.4975,126.62915274990479,4.8491
190,58.0,Yes,New,USD,USA,Sony,"Portable Bluetooth Speakers,Used:TV Entertainment,Bluetooth & Wireless Speakers,Used:Portable Audio,TV, Video & Home Audio,Portable Audio & Video,Electronics,Used:Speakers,Portable Audio,Portable Wireless & Bluetooth Speakers,Speakers,Home Audio & Theater,Wireless Home Speakers,Mobile,Consumer Electronics,Mobile Bluetooth Speakers,Wireless and Bluetooth Speakers,UNNAV,Home Speakers & Subwoofers,Portable Speakers & Docks,Audio,Mobile Speakers","speaker, bluetooth, mobile",Electronics,SRS-XB10 Bluetooth Speaker (White),4.1730464,4.0775,sony,69.4975,126.62915274990479,4.8491
191,153.24,Yes,New,USD,USA,Polk Audio,"In-Wall & In-Ceiling Speakers,Speaker Systems,Electronics,In-Ceiling Speakers,Home Audio,Speakers,Home Audio & Theater,Audio,All Home Speakers","speaker, ceiling, wall",Electronics,"Polk Audio - Vanishing Series RT 7 3-Way In-Ceiling Speaker (Each) - White""",3.628736,5.0385,polk audio,153.24,211.66434161830816,5.3597
192,349.98,Yes,New,USD,USA,SVS,"Speaker Separates,Center Channel Speakers,Electronics,TVs Entertainment,Speakers,Home Audio,Center-Channel Speakers,Audio,Speaker Separates baesfadqwexxbctqsw","speaker, center, channel",Electronics,Prime Three-Way Center Channel Speaker (Premium Black Ash),9.1625584,5.8607,svs,349.98,277.24764878970586,5.6285
193,225.99,Yes,New,USD,USA,House of Marley,"Portable Bluetooth Speakers,Stereos,Bluetooth & Wireless Speakers,Speaker Systems,Portable Audio & Video,Electronics,TVs Entertainment,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,Wireless Speakers,MP3 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Mobile Speakers","speaker, portable, bluetooth",Electronics,Get Up Stand Bluetooth Home Audio System,7.0760352,5.4249,house of marley,97.1433,133.07883527750263,4.8984
194,39.99,Yes,New,USD,USA,iLive,"Portable Bluetooth Speakers,Stereos,Bluetooth & Wireless Speakers,Speaker Systems,Portable Audio & Video,Electronics,Portable Audio,Home Electronics,Home Audio & Theater,All Home Speakers,Home Audio,Electrical,Portable Speakers & Docks,Audio","speaker, portable, bluetooth",Electronics,iLive - ISBW216 Wireless Gnome Outdoor Speaker - Multi,1.0251179199999998,3.7133,ilive,97.1433,133.07883527750263,4.8984
195,97.99,Yes,New,USD,USA,SiriusXM,"Electronics,Car Electronics,Portable Audio,Automotive,Audio Docks,Other iPod & Audio Player Accs,Automotive Basics,Portable Speakers & Docks,Satellite Radios,Portable Audio & Headphones,SiriusXM Accessories,Docking Stations,Portable Audio & Video,Frys,Portable Wireless & Bluetooth Speakers,Speakers,Home Audio & Theater,Car Audio,iPod, Audio Player Accessories,Consumer Electronics,Other Electronics,Projector Accessories,Wireless and Bluetooth Speakers,Speaker Docks,Car Satellite Radio,Wireless & Portable Bluetooth Speakers,Audio,Car Electronics & GPS,MP3 Accessories","speaker, portable, bluetooth",Electronics,SiriusXM SXSD2 Portable Speaker Dock Audio System for Dock and Play Radios (Black),5.1482692,4.595,siriusxm,97.1433,133.07883527750263,4.8984
196,56.99,Yes,New,USD,USA,Outdoor Tech,"Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,MP3 & MP4 Player Accessories,Portable Speakers,Audio","speaker, portable, bluetooth",Electronics,Outdoor Tech Buckshot Pro Bluetooth Speaker,3.0390664,4.0602,outdoor tech,97.1433,133.07883527750263,4.8984
197,45.91,Yes,,USD,USA,JBL,"Stereos,Audio Docks & Mini Speakers,Speaker Systems,Electronics,Portable Audio,Radios,Wireless and Bluetooth Headphones,All Home Speakers,All Portable Speakers,Mobile Bluetooth Speakers,Mens,Portable Speakers & Docks,Mobile Speakers,Portable Bluetooth Speakers,TVs & Electronics,Used:TV Entertainment,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Used:Portable Audio,Portable Audio & Video,Frys,Used:Speakers,Portable Speakers,Speakers,Portable Wireless & Bluetooth Speakers,Home Audio & Theater,Wireless Home Speakers,Mobile,iPod, Audio Player Accessories,Consumer Electronics,Headphones,Audio Speakers,Wireless and Bluetooth Speakers,MP3 Player Accessories,Home Audio,Portable Audio & Electronics,Audio,Wireless & Portable Bluetooth Speakers,Shop Headphones by Type,MP3 Accessories","speaker, portable, bluetooth",Electronics,JBL Clip2 Portable Speaker,2.948348,3.8482,jbl,97.1433,133.07883527750263,4.8984
198,115.99,Yes,New,USD,USA,Ultimate Ears,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Portable Stereos, Boomboxes,Speaker Systems,Portable Audio & Video,Electronics,Home Audio & Theater,Cell Phone Accessories,Audio Docks & Speakers,All Home Speakers,iPod, Audio Player Accessories,Consumer Electronics,See more Ultimate Ears BOOM 2 Phantom Portable Speaker ...,MP3 & MP4 Player Accessories,Cell Phones & Accessories,Home Audio,Portable Speakers & Docks,Audio,All Bluetooth & Wireless Speakers","speaker, portable, bluetooth",Electronics,Details About Ue Boom 2 Wireless Waterproof Bluetooth Speaker Phantom Black,0.5443104,4.762,ultimate ears,97.1433,133.07883527750263,4.8984
199,189.99,Yes,New,USD,USA,Kanto,"Electronics,TVs Entertainment,Speakers,Home Audio & Theater,Subwoofers,Auto & Tires,All Car Speakers & Subwoofers,Auto Electronics,Speaker Separates,Car Speakers and Subwoofers,Subwoofer Speakers,Home Audio,Audio","speaker, subwoofer, separate",Electronics,"Kanto - sub6 6 80W Powered Subwoofer - Gloss Black""",5.3070264,5.2522,kanto living,189.99,223.9177167759208,5.4157
200,49.99,Yes,New,USD,USA,Twelve South,"Computers,Accessories,Computer Accessories & Peripherals,Docking Stations,Laptop Accessories,Notebook Accessories,Notebook Stands Mounts,Computers & Tablets,Tablet Accessories,Stands","tablet, computer, ipad",Electronics,ParcSlope Notebook Stand for MacBook (Silver),0.907184,3.9316,twelve south,183.7889,193.30216787667874,5.2694
201,169.99,Yes,,USD,USA,Dell,"Computers,Wholesale Lots,Electronics Features,Computer Accessories,Networking,Computers & Accessories,Computer Accessories & Peripherals,Docking Stations,Docking Stations & Locks,Computer & Tablet Accessories,Notebook Accessories,Electronics,Computers/Tablets & Networking,Access Points, Hubs & Switches,Laptop & Desktop Accessories,Laptop Accessories,Docking Stations Port Replicators,Computers & Tablets,Laptop Docking Stations,Technology & Services","tablet, computer, ipad",Electronics,Dell USB 3.0 Ultra HD/4K Triple Display Docking Station (D3100),0.28576296,5.1416,dell,183.7889,193.30216787667874,5.2694
202,95.57,Yes,New,EUR,EUROPE,CORSAIR,"Computers,Cases & Towers,Computers & Accessories,Electronics,Computers Features,Water Cooling Systems,Fans & Cooling,Computer Cards & Components,Fans, Heatsinks & Cooling,Components,Port Cards (I,Computer Components,Computers & Tablets,Water Cooling","tablet, computer, ipad",Electronics,CORSAIR - Hydro Series 240mm Liquid CPU Cooler - Black/Gray,28.7999622152,4.5702,corsair,183.7889,193.30216787667874,5.2694
203,524.99,Yes,New,USD,USA,Apple,"Computers,Tablets,Computers & Accessories,Electronics,iPad & Tablets,Used:Tablets,iPads Tablets csufczvczxu,Tablets Tablet PCs,Computers & Tablets,Apple iPad,iPad,Tablets & eBook Readers,TVs & Electronics,Tablet PCs,Frys,iPad Pro 9.7-inch,Used:Computers Accessories,Computers/Tablets & Networking,Apple,iPads Tablets,iPad Pro,All Tablets,iPads Tablets vwdxereztfcdcdaeuzfrcswuewftrcatbzft,Monitors,Computers & Laptops,Apple iPad Pro","tablet, computer, ipad",Electronics,Apple - Pre-owned 9.7-inch iPad Pro - 128GB - Space gray,7.11232256,6.2652,apple,183.7889,193.30216787667874,5.2694
204,149.99,Yes,New,USD,USA,Samsung,"Computers,Android Tablets,Tablets,Computers & Accessories,College Ipads & Tablets,Electronics,iPad & Tablets,Office Electronics,Used:Tablets,Featured Brands,Computers & Tablets,Tablets & E-Readers,Tablets & eBook Readers,See more Samsung Galaxy Tab A SM-T280 8GB, Wi-Fi, 7in -...,Ways To Shop,TVs & Electronics,Walmart for Business,On To College,Electronics Deals,Mobile,College Electronics,Computers/Tablets & Networking,Used:Computers Accessories,Computers webzwxwywftdbz,iPads Tablets,All Tablets,By Recipient,Tablets & eReaders,Gifts,Samsung,Host & Hostess,Back To College,Computers & Laptops,Holiday Shop","tablet, computer, ipad",Electronics,"7.0 Tab A 8GB Tablet (Wi-Fi Only, Black)",0.28122704,5.0172,samsung,183.7889,193.30216787667874,5.2694
205,179.99,Yes,,USD,USA,Samsung,"Computers,Office,Samsung Tax Time Savings,Android Tablets,Tablets,Walmart for Business,Computers & Accessories,Electronics,Office Electronics,iPad & Tablets,Mobile,Featured Brands,Computers/Tablets & Networking,iPads Tablets,All Tablets,Computers & Tablets,Samsung,Tablets & E-Readers,Tablets & eBook Readers,See more Samsung Galaxy Tab E Lite SM-T113 8GB, Wi-Fi, ...","tablet, computer, ipad",Electronics,Samsung Galaxy Tab E Lite 7 8gb White - Sm-T113nykaxar,0.4762716,5.1984,samsung,183.7889,193.30216787667874,5.2694
206,499.0,Yes,New,USD,USA,Apple,"Computers,Tablets,Computers & Accessories,Electronics,iPad & Tablets,Used:Tablets,iPads Tablets csufczvczxu,Tablets Tablet PCs,Computers & Tablets,Apple iPad,iPad,Tablets & eBook Readers,TVs & Electronics,Tablet PCs,Frys,iPad Pro 9.7-inch,Used:Computers Accessories,Computers/Tablets & Networking,Apple,iPads Tablets,iPad Pro,All Tablets,iPads Tablets vwdxereztfcdcdaeuzfrcswuewftrcatbzft,Monitors,Computers & Laptops,Apple iPad Pro","tablet, computer, ipad",Electronics,Apple - Pre-owned 9.7-inch iPad Pro - 128GB - Space gray,7.11232256,6.2146,apple,183.7889,193.30216787667874,5.2694
207,24.05,Yes,,USD,USA,Thermaltake,"Computers,Desktop Components zzrtfdyaerfvrucfed,Computers & Accessories,Computer Case Fans,Frys,Electronics,Fans & Cooling,Computer Cards & Components,PC Components,Fans CPU Coolers,Fans, Heatsinks & Cooling,Computers/Tablets & Networking,Computer Components & Parts,Computer Components,Case Fans,Computers & Tablets,Fans, Heat Sinks & Cooling,Desktop Components","tablet, computer, ipad",Electronics,Riing 12 LED 120mm Radiator Fan (Blue),2.5401152,3.2209,thermaltake,183.7889,193.30216787667874,5.2694
